Vehicle Vin,Vehicle Make,Vehicle Model,Vehicle Trim Level,Vehicle Transmission Type,Vehicle Drive Type,Vehicle Type,Vehicle Year,Stock Number,Interior Color,Exterior Color,Engine,Cylinders,Cost,Wholesale,Retail,Mileage,Purchase Date,Comments,Inventory Type,Certified Pre Owned,Image URL,Option List,Total Cost,Down Payment,YouTube URL,Location Code,Market Value,Retail2,Other Price/Cost,Weekly Payment,Monthly Payment,Payment Details,Fuel Type,Interior Material,MSRP
2G1WB5EN5A1251679,CHEVROLET,IMPALA,LT,Automatic,FWD,Sedan,2010,4126,,WHITE,3.5L,6,    1500.00,       0.00,    1850.00,194189, 4/10/2024,,Used,No,https://cdn.frazerphotos.com/22489/22489_000004126_zdf5d54.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_ib2axuu.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_aig02xc.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_q8mnsm2.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_q7vnfbx.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_smw6jo2.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_3f9jlu8.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_k07dyh5.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_szq612f.jpg|https://cdn.frazerphotos.com/22489/22489_000004126_x96ephh.jpg|https://cdn.frazerphotos.com/22489/22489_4126_3936.jpg|https://cdn.frazerphotos.com/22489/22489_4126_3937.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; AM/FM CD/DVD; Sentry Key; Keyless Entry; Alarm; Daytime Running Lights; Dual Airbags Front Head and Side; Active Seatbelts; Passenger Airbag Sensor; All Wheel ABS,    1790.62,       0.00,https://youtu.be/lwxjZE3cgGs?si=bWLycXDBWn8sQQgO,0,       0.00,    1850.00,     0,       0.00,       0.00,,Gasoline,,        
7LZBE1625PW114888,DARKHORSE,TRAILER,Enclosed,Automatic,,Boat,2023,4008,WHITE,WHITE,,0,    8390.00,       0.00,    8900.00,1000, 8/29/2023,,Used,No,https://cdn.frazerphotos.com/22489/22489_000004008_k0lsszn.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_9ocknag.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_55rlqx5.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_dk5k3ib.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_e1zgupj.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_1hgekp0.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_qywfoyw.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_pc6uk2a.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_k3vthb2.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_dcpr1fo.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_i7wniue.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_a5nsryt.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_shtyo9q.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_5hrokmf.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_2rot11e.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_7bk4o20.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_e4ur070.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_2p2eeox.jpg|https://cdn.frazerphotos.com/22489/22489_000004008_o0p7m6z.jpg|,,    8410.23,       0.00,,0,       0.00,    8900.00,     0,       0.00,       0.00,,Other,,        
KNMAT2MV5HP520386,NISSAN,ROGUE,SV,Continuously Variable,AWD,Wagon,2017,4095,GRAY,WHITE,2.5L,4,    2600.00,       0.00,    3300.00,239966, 2/27/2024,,Used,No,https://cdn.frazerphotos.com/22489/22489_4095_3762.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3763.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3764.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3765.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3766.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3767.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3768.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3942.jpg|https://cdn.frazerphotos.com/22489/22489_4095_3943.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Immobilizer; Keyless Entry; Alarm; Daytime Running Lights; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; Sport Utility Cab; All Wheel ABS,    4599.94,       0.00,https://youtu.be/uD_mA2bG0Bc,0,       0.00,    3300.00,     0,       0.00,       0.00,,Gasoline,,        
WBY1Z4C56GV505741,BMW,I3,REX,Continuously Variable,RWD,Hatchback,2016,4043,,BLACK,0.7L,2,    6800.00,    6640.00,    6500.00,75687,10/24/2023,,Used,No,https://cdn.frazerphotos.com/22489/22489_4043_3013.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3014.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3015.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3016.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3017.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3018.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3019.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3020.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3021.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3022.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3023.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3946.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3024.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3025.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3026.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3027.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3944.jpg|https://cdn.frazerphotos.com/22489/22489_4043_3945.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Immobilizer; Keyless Entry; Daytime Running Lights; Dual Front Airbags; Side Airbags; Head Airbags; Rear Head Airbags; Active Seatbelts; All Wheel ABS; Power Sun/Moon Roof,    8194.12,       0.00,https://youtu.be/tOWVc8Wd9UA,0,    9430.00,    6500.00,     0,       0.00,       0.00,,Hybrid,,        
3C6UR5GL6FG511325,RAM,2500,LONGHORN,Automatic,4WD,Truck,2015,4089,BLACK,BLACK,6.7L,6,    8000.00,       0.00,   22500.00,544576, 2/20/2024,"PLEASE READ BEFORE YOU CALL OR COME IN!!! We only accept CASH payment. If there is no description here, check www.highlifeauto for updates.    Link to Video:    Good to Go:    Take a Look at:",Used,No,https://cdn.frazerphotos.com/22489/22489_000004089_pdsd3t6.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_wpa5y1h.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_7v1md5m.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_z6jpr6l.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_nkjlmam.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_jevtzc2.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_qtb7ea1.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_zi8p3f6.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_d33604e.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_qvh9q06.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_kfabbug.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_8t1g3p5.jpg|https://cdn.frazerphotos.com/22489/22489_000004089_9ai8ij9.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/DVD; Satellite; Sentry Key; Keyless Entry; Alarm; Available; Dual Air Bags Front and Sides; Active Belts; Crew Cab; Regular Bed; All Wheel ABS; Power Sun/Moon Roof; 3/4 Ton,   14412.85,       0.00,,0,   20310.00,   22500.00,     0,       0.00,       0.00,,Diesel,,   64645
JN8AF5MR4ET353862,NISSAN,JUKE,S,Continuously Variable,FWD,SUV,2014,4099,,BLACK,1.6L,4,    2400.00,       0.00,    3500.00,172406, 2/28/2024,,Used,No,https://cdn.frazerphotos.com/22489/22489_000004099_wrw2iou.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_bbatlaw.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_8zhezrb.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_1dvd4zv.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_ao3jis6.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_tdqea38.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_zvc7v9n.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_fa3mzed.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_d23jtzz.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_61weg44.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_871o6b3.jpg|https://cdn.frazerphotos.com/22489/22489_000004099_xg6pkrp.jpg|https://cdn.frazerphotos.com/22489/22489_4099_3940.jpg|https://cdn.frazerphotos.com/22489/22489_4099_3941.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Immobilizer; Keyless Entry; Alarm; Dual Air Bags Front Head and Sides; Active Belts; All Wheel ABS,    4731.43,       0.00,https://youtu.be/twVJ-z0rMK4?si=oanG6H3CmbI3YFQX,0,       0.00,    3500.00,     0,       0.00,       0.00,,Gasoline,,        
1J4BA3H18BL539269,JEEP,WRANGLER UNLIMI,SPORT,Automatic,4WD,SUV,2011,3570,BLACK,BLACK,3.8L,6,   15400.00,       0.00,   20000.00,113712, 7/28/2021,,Used,No,https://cdn.frazerphotos.com/22489/22489_3570_3661.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3662.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3663.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3664.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3665.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3666.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3667.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3668.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3669.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3670.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3671.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3672.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3673.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3674.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3675.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3676.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3677.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3678.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3679.jpg|https://cdn.frazerphotos.com/22489/22489_3570_3680.jpg|,Air Conditioning; Available; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; AM/FM CD/DVD; Passive sentry key; Dual Front Airbags; Passenger Sensor; Active Belts; All Wheel ABS; Retractable Roof Panel,   20751.25,       0.00,https://youtu.be/p_FZ-3xXej8,0,       0.00,   20000.00,     0,       0.00,       0.00,,Gasoline,,        
SMK85788E191,SMOKER CRAFT,SUNCHASER,DECK BOAT,Automatic,,Boat,1991,3917,WHITE,WHITE,150,6,    4400.00,       0.00,    4500.00,1000, 2/20/2023, this is an awesome boat! tri-haul fiberglass bottom deck boat with a mercury 150hp outboaed fuel injected. easy to work on engine and very solid boat!,Used,No,https://cdn.frazerphotos.com/22489/22489_000003917_c3v4jjp.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_q7987xq.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_kaerml5.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_9djd1hi.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_6ow0n8r.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_wlurtiy.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_8fa885c.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_ufguec1.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_dy0twib.jpg|https://cdn.frazerphotos.com/22489/22489_3917_3750.jpg|https://cdn.frazerphotos.com/22489/22489_3917_3752.jpg|https://cdn.frazerphotos.com/22489/22489_3917_3753.jpg|https://cdn.frazerphotos.com/22489/22489_3917_3754.jpg|https://cdn.frazerphotos.com/22489/22489_3917_3755.jpg|https://cdn.frazerphotos.com/22489/22489_000003917_zb6bj3n.jpg|,,    4400.00,       0.00,https://youtu.be/kXeX5zOxTeI?si=bo5SuBkpAPMWXvsE,0,       0.00,    4500.00,     0,       0.00,       0.00,,Gasoline,,        
3D7MU48C64G122042,DODGE,RAM 3500,ST,Automatic,4WD,Truck,2004,1725,,WHITE,5.9L,6,    6000.00,       0.00,    6000.00,337402, 6/28/2016,,Used,No,https://cdn.frazerphotos.com/22489/22489_1725_2900.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2899.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2905.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2897.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2898.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2907.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2902.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2901.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2903.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2904.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2906.jpg|https://cdn.frazerphotos.com/22489/22489_1725_2896.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_xxllvjx.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_jbh175l.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_xdvvfs4.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_zi3m3zw.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_wda1oi9.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_gpxkhj4.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_nwzlhjo.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_m6b0pjb.jpg|https://cdn.frazerphotos.com/22489/22489_000001725_gud5kdc.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM Cassette; AM/FM CD; Dual Front Air Bag; Active Belts; Crew Cab; Regular Bed; All Wheel ABS; 1 Ton,   15515.76,       0.00,,0,       0.00,    6000.00,     0,       0.00,       0.00,,Diesel,,        
1C4NJCBA0GD751810,JEEP,COMPASS,SPORT,Continuously Variable,FWD,SUV,2016,4227,BLACK,BLACK,2.0L,4,    2800.00,       0.00,    3750.00,190835,11/06/2024,,Used,No,https://cdn.frazerphotos.com/22489/22489_000004227_569c0mv.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_sly7k83.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_4trw442.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_rpxziw6.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_r4cpvhd.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_y5dxn07.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_bnmnqp7.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_uy1szbd.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_famxti4.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_gi5t52b.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_cbtd8gz.jpg|https://cdn.frazerphotos.com/22489/22489_000004227_u81cjsk.jpg|,Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; AM/FM CD/MP3; Satellite; Immobilizer; Keyless Entry; Available; Dual Airbags Front Head and Side; Active Seatbelts; Passenger Airbag Sensor; Dual Rear Side Airbag; All Wheel ABS,    3115.50,       0.00,,0,       0.00,    3750.00,     0,       0.00,       0.00,,Gasoline,,        
